id,"word_name","meaning","type"
627,"the Grand Canyon","n.（美）大峡谷","Geology$Geography"
628,"the Ice Age","n.冰河世纪","Geology$Geography"
629,"the Nile valley","n.尼罗河流域","Geology$Geography"
630,"the Sahara Desert","n.撒哈拉沙漠","Geology$Geography"
631,"tide","n.潮流；潮汐","Geology$Geography"
632,"tin","n.锡；罐头","Geology$Geography"
633,"zinc","n.锌","Geology$Geography"
634,"tropical zone","n.热带","Geology$Geography"
635,"tundra","n.苔原，冻原","Geology$Geography"
636,"volcano","n.火山","Geology$Geography"
637,"voyage","n.航行；航程","Geology$Geography"
638,"water year","水文年","Geology$Geography"
639,"dune","n.沙丘","Geology$Geography"
640,"ancient Rome","n.古罗马/希腊","History"
641,"Greek","n.古罗马/希腊","History"
642,"traditional","adj.传统的","History"
643,"Nobel Prize","n. 贝尔奖 考过的动物：","Life Science"
644,"alligator","n.鳄鱼","Life Science"
645,"crocodile","n.鳄鱼","Life Science"
646,"anthropoid","a.类人猿的","Life Science"
647,"ant","n.蚂蚁","Life Science"
648,"baboon","n. 狒狒","Life Science"
649,"bat","n.蝙蝠","Life Science"
650,"bear","vt.熊","Life Science"
651,"beaver","n.海狸","Life Science"
652,"bison","n.美洲野牛","Life Science"
653,"buffalo","n. 水牛","Life Science"
654,"cattle","n.牛","Life Science"
655,"chimpanzee","n.黑猩猩","Life Science"
656,"chipmunk","n.花栗鼠","Life Science"
657,"clam","n. 蛤","Life Science"
658,"cockroach","n.蟑螂","Life Science"
659,"colubrid","n. 无毒蛇类","Life Science"
660,"coral","n.珊瑚","Life Science"
661,"crab","n.螃蟹","Life Science"
662,"crow","n. 乌鸦","Life Science"
663,"camel","n. 骆驼","Life Science"
664,"deer","n.鹿","Life Science"
665,"zebra","n.斑马","Life Science"
666,"dinosaur","n.恐龙","Life Science"
667,"dolphin","n.海豚","Life Science"
668,"eagle","n.鹰","Life Science"
669,"eel","n.鳗鱼","Life Science"
670,"elephant","n.大象","Life Science"
671,"fly","n. 苍蝇","Life Science"
672,"frog","n.青蛙","Life Science"
673,"hawk","n.鹰","Life Science"
674,"hippopotamuses","n.河马","Life Science"
675,"hippo","n.河马","Life Science"
676,"hummingbird","n. 蜂鸟","Life Science"
677,"kangaroo","n.袋鼠","Life Science"
678,"lions","n.狮子","Life Science"
679,"lizard","n.蜥蜴","Life Science"
680,"mammoth","n.猛犸象，长毛象","Life Science"
681,"Marmot","n. 土拨鼠","Life Science"
682,"meerkat","n.猫鼬","Life Science"
683,"mosquito","n.蚊子","Life Science"
684,"moth","n.飞蛾","Life Science"
685,"octopus","n.章鱼","Life Science"
686,"otter","n.水獭","Life Science"
687,"owl","n.猫头鹰","Life Science"
688,"penguin","n.企鹅","Life Science"
689,"pigeon","n.鸽子","Life Science"
690,"rabbit","n.兔子","Life Science"
691,"rat","n.鼠","Life Science"
692,"mouse","（复数mice）n.鼠","Life Science"
693,"reptile","n.爬行动物","Life Science"
694,"rhinoceros","n.犀牛","Life Science"
695,"rodent","n.啮齿动物","Life Science"
696,"shrimp","n.虾","Life Science"
697,"snail","n.蜗牛","Life Science"
698,"snake","n.蛇","Life Science"
699,"squirrel","n.松鼠","Life Science"
700,"starfish","n.海星","Life Science"
701,"termite","n.白蚁","Life Science"
702,"Tyrannosaurus rex","n.霸王龙","Life Science"
703,"venomous snake","n. 有毒的蛇","Life Science"
704,"whale","n.鲸鱼","Life Science"
705,"wolf","n.狼","Life Science"
706,"fairy tale","n.童话；神话","Literature"
707,"folk tale","n.民间故事","Literature"
708,"poetry","n.诗歌","Literature"
709,"poem","n.诗歌","Literature"
710,"novel","n.小说","Literature"
711,"fiction","n.小说","Literature"
712,"science fiction","n.科幻小说","Literature"
713,"character","n. 人物,角色，性格","Literature"
714,"plot","n情节","Literature"
715,"setting","n.场景","Literature"
716,"appreciate","vt.欣赏","Literature"
717,"author","n.作者","Literature"
718,"style","n.风格","Literature"
719,"essay","n.散文","Literature"
720,"works","n.作品","Literature"
721,"universal truth","n.真理","Literature"
722,"genre","n.流派","Literature"
723,"type","n.类型","Literature"
724,"royalty","n.皇室","Literature"
725,"prince","n.王子","Literature"
726,"princess","n.公主","Literature"
727,"story tellers","n.说故事的人","Literature"
728,"character sketch","n.素描，人物速写","Literature"
729,"characters’ personalities","n.人物个性","Literature"
730,"people’s trait","n.特质","Literature"
731,"portray","vt.描绘","Literature"
732,"Major/main character","n.主角","Literature"
733,"round character","n.主角","Literature"
734,"Minor characters","n.配角","Literature"
735,"flat character","n.配角","Literature"
736,"drama","n.戏剧","Literature"
737,"theater","n.戏剧","Literature"
738,"play","n.戏剧","Literature"
739,"opera","n.歌剧","Literature"
740,"entertainment","n.娱乐","Literature"
741,"recreation","n.娱乐","Literature"
742,"amusement","n.娱乐","Literature"
743,"museum","n.博物馆","Literature"
744,"well-made play","n.佳构剧","Literature"
745,"comedy","n.喜剧","Literature"
746,"formula","n.准则，公式","Literature"
747,"logical","adj.合乎逻辑的","Literature"
748,"background","n.背景","Literature"
749,"lyrics","n.抒情诗","Literature"
750,"quotation","n.引用语","Literature"
751,"servant","n.仆人","Literature"
752,"master","n.主人","Literature"
753,"comment","n.评论","Literature"
754,"the inciting","n.刺激","Literature"
755,"incident","n.事件.","Literature"
756,"fortune","n.命运，运气","Literature"
757,"obligatory scene","n.必须的情节","Literature"
758,"ending","n.结局","Literature"
759,"denouement","n.结局","Literature"
760,"linguistics",".语言学","Literature"
761,"adjective","n.形容词","Literature"
762,"choir","n. 合唱队","Music"
763,"chorus","n.合唱队","Music"
764,"rhythm","n. 节奏；韵律","Music"
765,"symphony","n. 交响乐","Music"
766,"violin","n. 小提琴；小提琴手","Music"
767,"cello","n.大提琴","Music"
768,"viola","n.中提琴，中提琴演奏者","Music"
769,"clarinet","n.单簧管；竖笛，黑管","Music"
770,"composer","n.作曲家；作家","Music"
771,"melody","n. 旋律；歌曲","Music"
772,"chamber music","n.室内音乐","Music"
773,"musician","n. 音乐家","Music"
774,"improvisational","adj. 即兴的","Music"
775,"percussion instrument","n.打击乐器","Music"
776,"string instrument","n.弦乐器","Music"
777,"Broadway musical:","n.百老汇音乐剧","Music"
778,"orchestra","n. 管弦乐队","Music"
779,"critic","n. 评论家；批评者","Music"
780,"formal","adj. 正式的","Music"
781,"poverty","n. 贫困","Music"
782,"abstract art","n.抽象派","Music"
783,"convention","n.大会；惯例，习俗","Music"
784,"fine art","n.美术","Music"
785,"academy","n.学院；研究院","Music"
786,"contemplative","adj.沉思的；冥想的","Music"
787,"daydream","n. 白日梦","Music"
788,"nightmare","n.噩梦","Music"
789,"ivory","n. 象牙；乳白色","Music"
790,"sculpture","n. 雕塑","Music"
791,"prehistory","n.史前","Music"
792,"stained glass","n. 彩色玻璃","Music"
793,"era","n.时代；年代；纪元","Music"
794,"the Renaissance","n.文艺复兴","Music"
795,"weaving","n.织动，编织","Music"
796,"fabric","n.纤维织物","Music"
797,"mosaic","n.马赛克","Music"
798,"ceramics","n.制陶术，制陶业","Music"
799,"tribal art","n.部落艺术 建筑：","Music"
800,"Architecture Architect","n.建筑师","Music"
801,"compact structure","紧凑的结构","Music"
802,"roof","n.屋顶","Music"
803,"dome","n.穹顶","Music"
804,"steel girder","n.钢梁 城市规划：","Music"
805,"City Planning pedestrian mall","n.步行街","Music"
806,"retail","n.v.零售","Music"
807,"business owner","老板","Music"
808,"employer","老板","Music"
809,"downtown","n.市中心","Music"
810,"suburb","n.郊外","Music"
811,"country","n.农村","Music"
812,"rural area","n.农村","Music"
813,"residential area","n. 住宅区","Music"
814,"local resident","n.当地居民","Music"
815,"dweller","n.居民","Music"
816,"inhabitant","n.居民","Music"
817,"sidewalk","n.人行道,","Music"
818,"off-limits","n.禁区，禁止进入","Music"
819,"automobile","n.汽车","Music"
820,"car","n.汽车","Music"
821,"transportation hub","n.中转港","Music"
822,"bus terminal","n.公车终点站","Music"
823,"subway station","n.地铁","Music"
824,"underground","n.地铁","Music"
825,"business conference","[ˈbiznis] [ˈkɔnfərəns]","Music"
826,"seminar","n.会议","Music"
827,"parking area/lot","n.停车场","Music"
828,"car park","n.停车场","Music"
829,"stopping place","n.停车场","Music"
830,"sculpture","n.雕像","Music"
831,"decoration","n.装饰品","Music"
832,"adornment","n.装饰品","Music"
833,"layout","n.布局","Music"
834,"fluid","n.流体；液体","Physics"
835,"hydrodynamics","n.流体力学","Physics"
836,"aerodynamic","adj.气体动力的","Physics"
837,"interaction","n. 交互作用；感应","Physics"
838,"acceleration of gravity","n.重力加速度","Physics"
839,"conversation of energy","n.能量守恒","Physics"
840,"direct current","n.直流","Physics"
841,"mechanics","n.力学，机械学","Physics"
842,"watt","n.瓦特","Physics"
843,"voltage","n.电压","Physics"
844,"test tube","n.试管","Physics"
845,"gasify","v.气化","Physics"
846,"distillation","n. 蒸馏","Physics"
847,"dilution","n.稀释","Physics"
848,"conduction","n.传导","Physics"
849,"Acoustics","n. 声学","Physics"
850,"resonance","n.共振；共鸣","Physics"
851,"dynamics","n. 动力学","Physics"
852,"founder","n.创始人","Psychology"
853,"behaviorism","n.行为主义","Psychology"
854,"mental process","n.思维过程","Psychology"
855,"thought","n.思想，想法","Psychology"
856,"laryngeal","adj.喉部","Psychology"
857,"larynx","喉头","Psychology"
858,"voice box","喉头","Psychology"
859,"throat","n.喉咙，嗓子","Psychology"
860,"habit","n.习惯","Psychology"
861,"positive/negative electrode","正/负电极","Psychology"
862,"deaf","adj. 聋的","Psychology"
863,"blind","adj.盲","Psychology"
864,"sign language","n.手语，符号语音","Psychology"
865,"ideomotor action","n.意识，观念运动","Psychology"
866,"child amnesia","n儿童健忘症，记忆缺失","Psychology"
867,"cognitive capacity","n. 认知能力","Psychology"
868,"cognition","n.认识","Psychology"
869,"intuitive","adj.直觉的","Psychology"
870,"maze","n.迷宫","Psychology"
871,"egocentric","adj.自我中心的；利己主义的","Psychology"
872,"subjective","adj.主观的","Psychology"
873,"objective","adj.客观的","Psychology"
874,"hypotheses","n.假定；臆测","Psychology"
875,"distracted","adj.心烦意乱的","Psychology"
876,"questionnaire","n.问卷","Psychology"
877,"Archimedes","n. 阿基米德","Psychology"
878,"psychoanalysis","n.精神分析","Psychology"
879,"curiosity","n.好奇心","Psychology"
880,"conscience","n.道德心，良心","Psychology"
881,"identity","n.身份；同一性","Psychology"
882,"abnormal","adj. 反常的","Psychology"
883,"disadvantage","n. 缺点","Psychology"
884,"generous","adj.慷慨的，大方","Psychology"
885,"obsession","n.困扰","Psychology"
886,"mental processes","n.心理历程","Psychology"
887,"behaviorism","n.行为主义","Psychology"
888,"muscle","n.肌肉","Psychology"
889,"mature","vt.使成熟","Psychology"
890,"labyrinth","n. 迷宫","Psychology"
891,"fame","n. 名声，名望 经济学","Psychology"
892,"Meme","n.文化基因","Sociology"
893,"longevity","n.寿命","Sociology"
894,"fecundity","n.繁殖力，复制能力","Sociology"
895,"fidelity","n.保真度，精准","Sociology"
896,"the Federal","n.联邦","Sociology"
897,"federal subsidy","n.财政资助//补贴","Sociology"
898,"financial assistance","n.财政资助//补贴","Sociology"
899,"the Second World War","第二次世界大战 ","Sociology"
900,"the National Endowment for the Arts foundation","n.美国艺术基金会","Sociology"
901,"foundation","n.基金会","Sociology"
902,"fund","n.基金会","Sociology"
903,"council","n.委员会","Sociology"
904,"tax incentive","n.税收优惠","Sociology"
905,"patron","n.赞助人","Sociology"
906,"sponsor","n.赞助人","Sociology"
907,"annual budget","n.年度预算","Sociology"
